	country	designation		points	price	province	variety		winery	
7570	US		85	13	California	Sauvignon Blanc	Acumen	
7571	Spain	Gorgorito	85	10	Northern Spain	Verdejo	Bodegas Copaboca	
7572	Spain		85	13	Northern Spain	Verdejo	Castelo de Medina	
7573	US	Sister's Forever Unoaked	85	16	California	Chardonnay	Donati	
7574	US	J.D. Hurley	85	18	California	Sauvignon Blanc	Martin Ranch	
7575	US		85	14	Oregon	Müller-Thurgau	Oak Knoll	
7576	US		85	10	California	Pinot Grigio	Rebusity	
7577	US	White Label	85	49	California	Pinot Noir	Roadhouse Winery	
7578	Portugal	Boâbrisa	85	10	Alentejano	Portuguese Red	Vicente Gandia	
7579	France	Domaine de Brazalem	85	14	Southwest France	Bordeaux-style Red Blend	Vignerons de Buzet	
7580	Spain		85	19	Northern Spain	Godello	Viña Godeval	
7581	US	Estate Grown	85	31	California	Pinot Noir	Markham	
7582	Chile		85	12	Colchagua Valley	Carmenère	Root:1	
7583	US	Bulletproof Picasso	85	15	California	Sauvignon Blanc	Save Me San Francisco	
7584	Spain	Roble	85	13	Levante	Monastrell	Torre Castillo	
7585	Spain	D'Or Sierra Selection Reserva	85	16	Catalonia	Sparkling Blend	La Crusset	
7586	US	Tailrace	85	19	California	Rhône-style Red Blend	Legendre	
7587	Chile	Cherub Rosé of	85	16	Colchagua Valley	Syrah	Montes	
7588	Greece		85	13	Nemea	Agiorgitiko	Greek Wine Cellars	
7589	Chile	Cefiro Reserva	85	12	Casablanca Valley	Pinot Noir	Viña Casablanca	
7590	US	Southing Sea Smoke Estate Vineyard	93	60	California	Pinot Noir	Sea Smoke	
7591	Germany	Kiedrich Gräfenberg Beerenauslese	93	365	Rheingau	Riesling	Robert Weil	
7592	Germany	Laumersheimer Alte Reben Trocken	92	26	Pfalz	Riesling	Philipp Kuhn	
7593	New Zealand		92	39	Marlborough	Chardonnay	Greywacke	
7594	US	Estate Elevage	92	39	California	Chardonnay	Fog Crest	
7595	Italy	San Lorenzo Rosso	92	58	Sicily & Sardinia	Red Blend	Girolamo Russo	
7596	Germany		92	37	Baden	Pinot Noir	Huber	
7597	US	Select Whole Cluster	92	150	Oregon	Pinot Noir	Hyland	
7598	France	Pfersigberg Grand Cru	92	59	Alsace	Gewürztraminer	Emile Beyer	
7599	Italy	Cavanera Rovo delle Coturnie Rosso	92	38	Sicily & Sardinia	Red Blend	Firriato	
7600	Italy	Figliodienneenne	92	18	Sicily & Sardinia	Red Blend	Le Casematte	
7601	US	Saitone Vineyard Olivet Bench	92	45	California	Zinfandel	De Loach	
7602	US	Cork Jumper Blanc de Noirs	92	45	California	Pinot Noir	Riverbench	
7603	US	Reserve	92	32	California	Chardonnay	Rusack	
7604	Portugal	Adelaide Vintage	92	110	Port	Port	Quinta do Vallado	
7605	Italy	Feudo di Mezzo Rosso	92	40	Sicily & Sardinia	Red Blend	Tenuta delle Terre Nere	
7606	Israel	Soreka Special Reserve	92	30	Shomron	Cabernet Sauvignon	Madmon	
7607	Portugal	Cisne	92	60	Douro	Portuguese Red	Muxagat	
7608	Argentina	Finca Altamira	92	140	Mendoza Province	Malbec	Achaval-Ferrer	
7609	US	Estate	92	38	California	G-S-M	Alta Colina	
7610	US	Passiflora	92	55	Oregon	Pinot Noir	Antiquum Farm	
7611	Italy	Outis Rosso	92	40	Sicily & Sardinia	Red Blend	Biondi	
7612	US	Gestalt Block	92	55	Oregon	Pinot Noir	Brittan Vineyards	
7613	Italy	Deliella	92	100	Sicily & Sardinia	Nero d'Avola	Feudo Principi di Butera	
7614	New Zealand	Helmsman	92	85	Hawke's Bay	Bordeaux-style Red Blend	Sacred Hill	
7615	Spain	Valdehermoso Crianza	92	25	Northern Spain	Tempranillo Blend	Valderiz	
7616	Germany	Monzinger Halenberg Beerenauslese	92	65	Nahe	Riesling	Weingut Weber	
7617	Germany	Kestener Paulinshofberg GG	92	48	Mosel	Riesling	Bastgen	
7618	US	Coury	92	60	Oregon	Pinot Noir	Hyland	
7619	Germany	Rüdesheimer Berg Rottland Spätlese	92	44	Rheingau	Riesling	Johannishof	
7620	US	Nielson Vineyard	92	40	California	Chardonnay	Byron	
7621	US	Nielson Vineyard	92	45	California	Pinot Noir	Byron	
7622	US	Plural	92	40	California	Pinot Noir	Alma Fria	
7623	US	East Rincon	92	64	California	Pinot Noir	Talley	
7624	US	Lot #19	92	19	California	Pinot Noir	Tangley Oaks	
7625	Italy		92	67	Tuscany	Sangiovese	Tenuta La Fuga	
7626	US	Reserve	92	45	Oregon	Pinot Noir	The Four Graces	
7627	US	Cool Climate	92	32	California	Syrah	Ron Rubin	
7628	Italy	Riserva	92	30	Tuscany	Red Blend	Salcheto	
7629	US	Christian's Reserve	92	48	California	Tempranillo	Six Sigma Ranch	
7630	US	Les Pierres Estate Bottled	92	42	California	Chardonnay	Sonoma-Cutrer	
7631	US	SP-SL Estate Vineyard	92	53	California	Pinot Noir	Square Peg	
7632	Italy		92	54	Tuscany	Sangiovese	Villa Poggio Salvi	
7633	US	Bernau Block	92	45	Oregon	Chardonnay	Willamette Valley Vineyards	
7634	Australia	Directors' Cut	92	39	South Australia	Cabernet Sauvignon	Heartland	
7635	US	Cellar Select Blend	92	65	California	Cabernet Sauvignon	Joseph Cellars	
7636	Australia	Descendant	92	125	South Australia	Shiraz-Viognier	Torbreck	
7637	France		91		Bordeaux	Bordeaux-style Red Blend	Château Bellevue-Mondotte	
7638	France		91	40	Bordeaux	Bordeaux-style Red Blend	Château Bernadotte	
7639	France		91	29	Bordeaux	Bordeaux-style Red Blend	Château Cap Léon Veyrin	
7640	France		91	40	Bordeaux	Bordeaux-style Red Blend	Château Duthil	
7641	France		91	65	Bordeaux	Bordeaux-style Red Blend	Château la Fortune	
7642	France		91	28	Bordeaux	Bordeaux-style Red Blend	Château Maurac	
7643	France	Aigle d'Argent	91		Bordeaux	Bordeaux-style White Blend	Château Mouton Rothschild	
7644	France		91	39	Bordeaux	Bordeaux-style Red Blend	Château Nenin	
7645	France		91	35	Bordeaux	Bordeaux-style Red Blend	Château Rollan de By	
7646	France		91	25	Bordeaux	Bordeaux-style Red Blend	Château Vieux Moulin	
7647	US	Dach Vineyard	91	55	California	Chardonnay	Domaine Anderson	
7648	France	Cuvée Engel	91	24	Alsace	Muscat	Domaine Fernand Engel	
7649	France	Turckheim	91	26	Alsace	Muscat	Domaine Zind-Humbrecht	
7650	Italy	Riserva	87	325	Tuscany	Sangiovese	Argiano	
7651	France	Le Charmois Premier Cru	87	40	Burgundy	Chardonnay	Au Pied du Mont Chauve	
7652	Italy	Guadalmare	87	13	Tuscany	Red Blend	Castellani	
7653	France		87	20	Burgundy	Sparkling Blend	Charles Duret	
7654	France	Vieille Vignes	87	25	Burgundy	Pinot Noir	Château de Santenay	
7655	France	Graviers	87	15	Loire Valley	Cabernet Franc	Domaine Damien Lorieux	
7656	Turkey		87	15	Ankara	Narince	Vinkara	
7657	US		87	75	California	Cabernet Franc	Vinoce	
7658	Hungary	Balf	87	17	Sopron	Kekfrankos	Weninger	
7659	US		87	28	California	Zinfandel	Borrellie	
7660	France	1895	87	30	Rhône Valley	Grenache	Château Maucoil	
7661	US	Mi Pasión	87	20	California	Rosé	Feliz Noche	
7662	US		87	32	California	Zinfandel	Herencia	
7663	US		87	19	New York	Pinot Noir	Heron Hill	
7664	US	Pigoni Ranch	87	38	California	Syrah	Manzanita Creek	
7665	Italy		87	18	Tuscany	Red Blend	Casaloste	
7666	Italy	Vallocaia Riserva	87	46	Tuscany	Red Blend	Bindella	
7667	US	Estate Bottled	87	16	New York	Cabernet Sauvignon	Wagner	
7668	Spain	Natura Brut	87	42	Central Spain	Sparkling Blend	Alcardet	
7669	France		87	22	Loire Valley	Rosé	Bernard Reverdy et Fils	
7670	US		87	24	California	Albariño	Broken Earth	
7671	Italy		87		Tuscany	Sangiovese	Colombaio	
7672	US		87	40	California	Chardonnay	Corner 103	
7673	France		87	25	Loire Valley	Sauvignon Blanc	Domaine de Champarlan	
7674	France		87	25	Burgundy	Chardonnay	Domaine Louis Moreau	
7675	France		87	27	Burgundy	Chardonnay	Domaine Trouillet	
7676	US		87	17	California	Cabernet Sauvignon	Edna Valley Vineyard	
7677	France		87	15	Rhône Valley	Rhône-style Red Blend	Famille Perrin	
7678	France	Champ Gibault	87	28	Loire Valley	Pinot Noir	Florian Roblin	
7679	France	Les Crilles	87	28	Loire Valley	Sauvignon Blanc	Gitton Père et Fils	
7680	New Zealand		89	19	New Zealand	Pinot Noir	Vinterra	
7681	New Zealand		89		Hawke's Bay	Pinot Noir	Lime Rock	
7682	France	Château la Moutte	89	32	Provence	Rosé	Vignobles de Saint-Tropez	
7683	Italy		89	27	Northeastern Italy	Sauvignon	Villa Russiz	
7684	US	Skyraider Reserve	89	60	Oregon	Pinot Noir	Vista Hills	
7685	US	Interlude	89	28	Washington	Bordeaux-style Red Blend	Waters	
7686	Argentina	Single Organic Vineyard	89	15	Mendoza Province	Bonarda	Caligiore	
7687	Italy	Sassella	89	23	Lombardy	Nebbiolo	Rainoldi	
7688	New Zealand	Old Coach Road	89	16	Nelson	Sauvignon Blanc	Seifried	
7689	New Zealand		89	17	Marlborough	Sauvignon Blanc	Nautilus	
7690	New Zealand		89	19	Marlborough	Gewürztraminer	Lawson's Dry Hills	
7691	Spain	Unico	89	500	Northern Spain	Tempranillo-Cabernet Sauvignon	Vega Sicilia	
7692	France		89	26	Provence	Rosé	Château Saint-Maur	
7693	France	Les Abeillons	89	22	Provence	Rosé	Château Thuerry	
7694	US	Pink Pedals	89	15	California	Rosé	Chronic Cellars	
7695	US	Barrel Select	89	48	California	Chardonnay	Cottonwood Canyon	
7696	Italy	Krio	89	29	Sicily & Sardinia	Syrah	Curto	
7697	France	Envie de Joÿ	89	14	Southwest France	White Blend	Domaine de Joÿ	
7698	US	Rosé of	89	14	Oregon	Rosé	Acrobat	
7699	Italy	Vigna di Mandranova	89	20	Sicily & Sardinia	Grillo	Alessandro di Camporeale	
7700	US	Fortieth Anniversary Vintage	89	34	California	Viognier	Calera	
7701	Italy		89	25	Northeastern Italy	Pinot Grigio	Castello di Spessa	
7702	France	La Plaine des Maures	89	20	Provence	Rosé	Château d'Astros	
7703	France	Impatience	89	22	Provence	Rosé	Château de Berne	
7704	France		89	25	Provence	Rosé	Château des Sarrins	
7705	US	Boushey Vineyard	89	25	Washington	Chardonnay	Eight Bells	
7706	Italy		89	20	Southern Italy	Greco	Feudi di San Gregorio	
7707	US	Ciel du Cheval Vineyard	89	50	Washington	Merlot	Fidelitas	
7708	US		89	16	California	Rosé	Fossil Point	
7709	France		89		Provence	Rosé	Hecht & Bannier	
7710	France	Premier Cru Brut	87	40	Champagne	Champagne Blend	Aubry	
7711	France		87	18	Loire Valley	Sauvignon Blanc-Chardonnay	Benoît Daridan	
7712	Germany	Off-Dry	87	17	Mosel	Riesling	Bischöfliche Weingüter Trier	
7713	Portugal	Vinha do Putto Branco	87	14	Bairrada	Portuguese White	Campolargo	
7714	Germany	Blanc de Noirs Rüdesheim Trocken	87	16	Rheingau	Spätburgunder	Carl Ehrhard	
7715	Portugal	O Brazileiro	87	14	Dão	Rosé	Casa da Passarella	
7716	Italy		87	40	Piedmont	Nebbiolo	Collina San Ponzio	
7717	US	Johan Vineyards	87	35	Oregon	Pinot Noir	Day	
7718	Spain	Via Edetana	87	18	Catalonia	White Blend	Edetària	
7719	Germany	Spätlese	87	23	Pfalz	Gewürztraminer	Fitz-Ritter	
7720	US		87	18	California	Sauvignon Blanc	Heritance	
7721	US	La Cruz Vineyard	87	38	California	Chardonnay	Keller	
7722	Argentina	Primeras Viñas	87	53	Mendoza Province	Malbec	Lagarde	
7723	US		87	27	California	Grenache Blanc	Lion Ranch	
7724	Germany		87	12	Rheinhessen	Pinot Grigio	Lucky Neko	
7725	US	The Attaché	87	40	Oregon	Pinot Noir	Maison L'Envoyé	
7726	Italy	Peiregal	87	36	Piedmont	Barbera	Marchesi di Barolo	
7727	Spain		87	11	Northern Spain	Verdejo	Marqués de Irún	
7728	Spain	Pazo Barrantes	87	20	Galicia	Albariño	Marqués de Murrieta	
7729	Germany	Gutsriesling Dry	87	21	Nahe	Riesling	Mathern	
7730	US		87	11	California	Viognier	McManis	
7731	Germany		87	23	Mosel	Rosé	HPSepicurean	
7732	Argentina	Premium Reserve	87	17	Mendoza Province	Cabernet Sauvignon	Piattelli	
7733	Spain	Crianza	87	13	Northern Spain	Tempranillo	Ramón Bilbao	
7734	Australia		87	20	South Australia	Pinot Noir	Sidewood	
7735	Argentina	La Encerrada Estate Vineyard	87	16	Mendoza Province	Malbec	Benegas	
7736	Italy	Roggeri Riserva	87	70	Piedmont	Nebbiolo	Ciabot Berton	
7737	Germany	Kabinett	87	13	Rheinhessen	Riesling	Dr. Volkmar	
7738	Italy	Sergentin	87	25	Piedmont	Nebbiolo	Fabrizio Battaglino	
7739	US		87	18	California	Sangiovese	Noceto	
7740	US		87	28	California	Petite Sirah	Santa Barbara Winery	
7741	US		87	40	Oregon	Cabernet Sauvignon	Schmidt	
7742	France	Cuvée Rosé Brut	87	59	Champagne	Champagne Blend	Tendil & Lombardi	
7743	US	Reserve	87	35	California	Chardonnay	Windsor Oaks	
7744	France		87		Beaujolais	Gamay	Domaine de la Prébende	
7745	US		87	7	California	Pinot Grigio	flipflop	
7746	US	Bjornson Vineyard	87	36	Oregon	Pinot Noir	Grochau	
7747	US	Soberanes Vineyard	87	55	California	Pinot Noir	Bernardus	
7748	Italy	Vom Stein	87	17	Northeastern Italy	Pinot Bianco	Castelfeder	
7749	France	Chatons du Cèdre	87		Southwest France	Malbec-Merlot	Château du Cèdre	
7750	US	Sorcerer's Stone	87	45	California	Red Blend	Cinnabar	
7751	Italy	Movado	87	48	Northeastern Italy	Gewürztraminer	Andriano	
7752	Portugal	Porrais	87	13	Douro	Portuguese Red	Quinta de Porrais	
7753	Portugal		87		Tejo	Portuguese Red	Quinta do Casal Branco	
7754	Chile	Anke Blend 2 Carménère-Petit Verdot-Shiraz	87	15	Maipo Valley	Red Blend	Santa Alicia	
7755	France	Merlot/Duras	87	13	Southwest France	Red Blend	Domaine D'en Ségur	
7756	US	The Immigrant	87	40	California	Bordeaux-style Red Blend	Donati	
7757	US		87	22	California	Chardonnay	Gainey	
7758	Portugal	Colheita Seleccionada	87	14	Alentejano	Portuguese Red	Herdade das Servas	
7759	Portugal	Dornas	87		Alentejano	Portuguese Red	Herdade do Rocim	
7760	US	Family Vine Old Vine	87	18	California	Zinfandel	Herman Walters	
7761	US		87	35	California	Chardonnay	Hoyt Family Vineyards	
7762	US	Estate	87	60	California	Pinot Noir	Kings Mountain	
7763	Italy		87	13	Northeastern Italy	Pinot Grigio	Kris	
7764	US		87	79	California	Cabernet Sauvignon	Kukeri	
7765	US	Red Hen	87	30	California	Chardonnay	Laird	
7766	Italy		87	9	Northeastern Italy	Moscato	Mezzacorona	
7767	Italy	Montunal	87	15	Lombardy	Turbiana	Montonale	
7768	US	Rock & Vine	87	17	California	Chardonnay	Nine North Wine Company	
7769	US		87	27	California	Merlot	Pech Merle	
7770	Argentina	The Perfect Play Pink	82	7	Mendoza Province	Moscato	Domino	
7771	US		82	18	Virginia	Chambourcin	Chateau Morrisette	
7772	Argentina	Made With Organically Grown Grapes Rosé	82	12	Mendoza Province	Malbec-Cabernet Sauvignon	Domaine Jean Bousquet	
7773	US	Le Sage	82	35	California	Merlot	Michel-Schlumberger	
7774	France		82	13	Loire Valley	Rosé	Bougrier	
7775	Portugal		82	9	Vinho Verde	Portuguese White	Vidigal	
7776	US	Catamount Run	82	18	Virginia	Red Blend	Naked Mountain	
7777	US	Estate Club Free Run	82	18	Virginia	Cabernet Sauvignon	Veramar	
7778	Spain	Rosado	82	14	Northern Spain	Cabernet Sauvignon	Enate	
7779	US		82	32	California	Cabernet Sauvignon	Estate 1856	
7780	US	Sweet Adeline	82	19	Arizona	Riesling	Carlson Creek	
7781	US	Château Reserve Méthode Champenoise Blanc de Blancs Brut	82	30	North Carolina	Chardonnay	Biltmore Estate	
7782	US	Rosa Dia Estate	81	18	North Carolina	Rosé	Jones von Drehle	
7783	US		81	20	California	Grenache	Four Fields	
7784	Argentina		81	13	Mendoza Province	Torrontés	Tres Exilios	
7785	US	Girasole	81	13	North Carolina	Rosé	Raffaldini	
7786	US		81	14	Virginia	Traminette	Virginia Mountain Vineyards	
7787	US		81	20	Virginia	Viognier	North Gate	
7788	Argentina		81	8	Mendoza Province	Moscato	Region 1	
7789	US	Vino Signora	81	15	Virginia	Traminette	Glass House	
7790	France	V Douce France	81	14	Loire Valley	Chenin Blanc	Bougrier	
7791	US		81	15	Virginia	Viognier	Prince Michel	
7792	US	Ameritage Estate Club	81	18	Virginia	Red Blend	Veramar	
7793	Argentina		80	13	Mendoza Province	Chardonnay	Tres Exilios	
7794	Argentina	Estate Bottled	80	5	Mendoza Province	Malbec	Terrenal	
7795	US	Noche Sweet Table Wine	80	17	Virginia	Red Blend	Cooper Vineyards	
7796	France		96	240	Burgundy	Pinot Noir	Domaine Rossignol-Trapet	
7797	Spain		96	90	Northern Spain	Tinto Fino	Astrales	
7798	France		96	315	Burgundy	Chardonnay	Bouchard Père & Fils	
7799	France	Le Corton	96	115	Burgundy	Pinot Noir	Bouchard Père & Fils	
7800	US	Ciel du Cheval Vineyard	87	40	Washington	Bordeaux-style Red Blend	:Nota Bene	
7801	Italy		87	40	Tuscany	Sangiovese	Poggiarellino	
7802	France		87	14	Rhône Valley	Grenache-Syrah	Republic of Wine	
7803	US		87	18	California	Pinot Noir	Santa Barbara Winery	
7804	India		87	12	Nashik	Chenin Blanc	Sula	
7805	Italy	Vigna Spuntali	87	70	Tuscany	Sangiovese	Val di Suga	
7806	Italy	Saragio	87	32	Tuscany	Sangiovese	Valdonica	
7807	Spain	Hoya de Cadenas Reserva Privada	87	12	Levante	Tempranillo Blend	Vicente Gandia	
7808	US		87	14	Washington	Merlot	Waterbrook	
7809	US		87	14	Washington	Syrah	Waterbrook	
7810	US		87	10	Washington	Riesling	Whispering Tree	
7811	Spain	Natura Brut	87	42	Central Spain	Sparkling Blend	Alcardet	
7812	France		87	22	Loire Valley	Rosé	Bernard Reverdy et Fils	
7813	US		87	24	California	Albariño	Broken Earth	
7814	Italy		87		Tuscany	Sangiovese	Colombaio	
7815	US		87	40	California	Chardonnay	Corner 103	
7816	France		87	25	Loire Valley	Sauvignon Blanc	Domaine de Champarlan	
7817	France		87	25	Burgundy	Chardonnay	Domaine Louis Moreau	
7818	France		87	27	Burgundy	Chardonnay	Domaine Trouillet	
7819	US		87	17	California	Cabernet Sauvignon	Edna Valley Vineyard	
7820	France		87	15	Rhône Valley	Rhône-style Red Blend	Famille Perrin	
7821	France	Champ Gibault	87	28	Loire Valley	Pinot Noir	Florian Roblin	
7822	France	Les Crilles	87	28	Loire Valley	Sauvignon Blanc	Gitton Père et Fils	
7823	US		87	18	California	White Blend	The White Doe	
7824	US	As If Serendipity	87	45	New York	White Blend	Brooklyn Oenology	
7825	Italy		87	16	Tuscany	Red Blend	Luiano	
7826	Italy	Ser Lapo Riserva	87	40	Tuscany	Red Blend	Mazzei	
7827	Italy	Riserva dei Mandorli	87	58	Tuscany	Red Blend	Romeo	
7828	Spain		87	14	Galicia	White Blend	Viña Costeira	
7829	Italy	Barone Neri del Nero	87	21	Tuscany	Red Blend	Castel Pietraio	
7830	US		88	19	New York	Cabernet Sauvignon	Knapp	
7831	Italy	Monovitigno	88	24	Central Italy	Lambrusco Grasparossa	Fattoria Moretto	
7832	US		88	28	California	Viognier	Ferguson Crest	
7833	US	The Estates	88	22	Washington	Chardonnay	Milbrandt	
7834	US	Reserve	88	30	California	Cabernet Sauvignon	Rock View	
7835	US	Diosa	88	60	California	Rhône-style Red Blend	Summerwood	
7836	US	Proprietary	88	50	Washington	Bordeaux-style Red Blend	Swiftwater Cellars	
7837	US		88	12	Washington	Chardonnay	Waterbrook	
7838	US		88	25	California	Chardonnay	Arrowood	
7839	Portugal	Serras de Azeitão Seleção do Enólogo	88		Península de Setúbal	Portuguese Red	Bacalhôa Wines of Portugal	
7840	France	Schlossberg Grand Cru	88	30	Alsace	Riesling	Biecher & Schaal	
7841	Portugal	Aliança	88	8	Dão	Portuguese Red	Caves Aliança	
7842	Portugal	Album Reserva	88	23	Alentejano	Portuguese Red	Wines & Winemakers	
7843	Turkey		88	21	Turkey	Boğazkere	Yazgan	
7844	US	Kissin' Cousins	88	28	California	Rhône-style White Blend	Caliza	
7845	France		88	12	Bordeaux	Bordeaux-style Red Blend	Château de Bordes-Quancard	
7846	France		88		Provence	Rhône-style Red Blend	Château Henri Bonnaud	
7847	France		88	19	Bordeaux	Bordeaux-style Red Blend	Château la Croix Margautot	
7848	France		88	12	Bordeaux	Bordeaux-style White Blend	Château les Arromans	
7849	France	Cuvée Alix	88	25	Bordeaux	Bordeaux-style White Blend	Château Plaisance	
7850	US		88	20	California	Sauvignon Blanc	Cosa Obra	
7851	Romania	La Umbra	88	9	Colinele Dobrogei	Pinot Grigio	Cramele Halewood	
7852	US	Soul Patch Estate Grown	88	42	California	Syrah	Davis Family	
7853	Italy		88	55	Piedmont	Nebbiolo	Demarie	
7854	France	Cuvée Charles	88	19	Alsace	Riesling	Domaine Charles Baur	
7855	France	Cuvée V	88	50	Alsace	Pinot Noir	René Muré	
7856	US		88	25	California	Syrah	Rock Wren	
7857	Chile	Reserva de Familia	88	22	Rapel Valley	Malbec	Santa Carolina	
7858	US	Monarch Mine	88	25	California	Syrah	Sierra Starr	
7859	US		88	32	California	Syrah	Still Waters	
7860	Italy	Ficiligno	87		Sicily & Sardinia	White Blend	Baglio di Pianetto	
7861	Italy	Alègre	87		Sicily & Sardinia	Grillo	Barone Sergio	
7862	Italy	Bianco	87	24	Sicily & Sardinia	Carricante	Benanti	
7863	France		87	27	Burgundy	Pinot Noir	Faiveley	
7864	Italy	Aegades	87	25	Sicily & Sardinia	Grillo	Fazio	
7865	Italy	Caeles Biologico	87		Sicily & Sardinia	Catarratto	Firriato	
7866	France		87	18	Alsace	Sylvaner	Seppi Landmann	
7867	Spain	Conde Valdemar	87	24	Northern Spain	Garnacha	Bodegas Valdemar	
7868	US	Echo Ridge	87	10	California	Sauvignon Blanc	Fetzer	
7869	Italy	Grillo Parlante	87	16	Sicily & Sardinia	Grillo	Feudo Antico	
7870	Germany	Piesporter Michelsberg Spätlese	87	15	Mosel	Riesling	Leonard Kreusch	
7871	Italy		87	13	Sicily & Sardinia	Red Blend	Colosi	
7872	Chile	Ojos del Salado	87	10	Central Valley	Cabernet Sauvignon	Dancing Flame	
7873	Chile		87	10	Central Valley	Cabernet Sauvignon	Alto Los Romeros	
7874	Spain	Maceración Carbónica	87	13	Northern Spain	Tempranillo	Bodegas Ontañón	
7875	France		87	28	Bordeaux	Rosé	Château Brown	
7876	France		87		Bordeaux	Rosé	Château la Moulinière	
7877	Spain	Monopole	87	15	Northern Spain	Viura	CVNE	
7878	France	Rosé de la Solitude	87	15	Bordeaux	Rosé	Domaine de la Solitude	
7879	France	Clos Rousseau Premier Cru	87	35	Burgundy	Pinot Noir	Labouré-Roi	
7880	US	Jesse's Vineyard	87	30	California	Zinfandel	Rock Wall	
7881	Italy	Acquilae	87		Sicily & Sardinia	Catarratto	CVA Canicattì	
7882	France	Tradition	87	15	Alsace	Pinot Blanc	Domaine Michel Fonne	
7883	France	Le Clos	87		Burgundy	Chardonnay	Domaine René Bouvier	
7884	France	Vieilles Vignes	87	21	Alsace	Pinot Auxerrois	Domaine Schoffit	
7885	Chile	Litoral	87	15	Leyda Valley	Sauvignon Blanc	Viña Ventolera	
7886	Italy	Passobianco	87	29	Sicily & Sardinia	Chardonnay	Passopisciaro	
7887	US	Winemaker's Reserve	87	39	Oregon	Pinot Noir	Reustle	
7888	Italy	Kados	87		Sicily & Sardinia	Grillo	Duca di Salaparuta	
7889	Italy		87	17	Sicily & Sardinia	Inzolia	Feudo Principi di Butera	
7890	France	Colombelle L'Original	85		Southwest France	White Blend	Producteurs Plaimont	
7891	US	Hybrid	85	10	California	Chardonnay	Peltier	
7892	US		85	10	California	Sauvignon Blanc	Pepi	
